source_id,source_name,source_category,dataset_name,business_purpose,asset_classes,products_or_regions,system_owner,business_owner,vendor_or_origin,golden_source,fallback_source,update_frequency,delivery_pattern,latency_requirement,retention_requirement,storage_pattern,schema_owner,quality_checks,reconciliation_method,usage_scope,criticality,license_type,license_restrictions,entitlements_required,cost_model,sensitivity_class,availability_slo,incident_runbook,monitoring_metrics,lineage_notes,last_reviewed_at,status
political_geopolitical,Political and Geopolitical Events,geopolitical,Sanctions elections conflict and policy event feed,"regime shifts; supply disruption risk; event-driven trading","fx; rates; energy; commodities; emerging markets",Global,Research Data,Macro and Commodities Trading,Geopolitical vendors + public sources,primary_geopolitical_vendor,news_and_public_agencies,event_driven,api_pull,<15 minutes for major events,"10 years event archive","Event store -> search index -> warehouse timelines",Research Data,"duplicate event clustering; country-code normalization; severity score bounds",Compare high-severity events across vendor and public sources,"research; risk; scenario analysis; alerts",tier_1,Commercial event intelligence agreement,"Narrative text redistribution restricted",yes,subscription,internal_confidential,99.5%,runbooks/research/geopolitical-events.md,"late alerts; duplicate clusters; missing severity scores","Downstream workflows enrich events with impacted commodities and regions",2026-03-10,active
blockchain_onchain,Blockchain On-Chain Data,alt_data,Wallet flows exchange balances and protocol metrics,"flow analysis; venue risk; crypto market signals",crypto,Major public blockchains,External Data Platform,Crypto Trading,Node providers and chain analytics vendors,primary_chain_analytics_vendor,secondary_node_provider,real_time,api_pull,<1 minute,"5 years","Time-series store -> feature store -> warehouse crypto marts",Data Platform,"chain reorg handling; address-tag integrity; metric backfill detection",Compare vendor aggregates with self-hosted node samples,"crypto trading; risk; treasury",tier_2,Commercial chain analytics agreement,"Address labeling may have redistribution limits",yes,subscription + usage,internal_confidential,99.5%,runbooks/external-data/onchain.md,"RPC lag; reorg count; missing tags","Derived wallet clusters versioned separately",2026-03-10,active
esg_controversy,ESG and Controversy Data,alt_data,Issuer ESG scores and controversy incidents,"screening; event risk; portfolio constraints","equities; credit",Global public issuers,Research Data,Portfolio Management,ESG vendors and news analytics providers,primary_esg_vendor,secondary_esg_vendor,daily,api_pull,<1 day,"7 years","Warehouse issuer dimensions and event facts",Research Data,"coverage checks; score scale normalization; duplicate incident detection",Compare selected controversies against public news coverage,"research; compliance; portfolio construction",tier_3,Commercial ESG data agreement,"Often restricted to internal investment use",yes,subscription,internal_confidential,99.0%,runbooks/research/esg.md,"late controversies; issuer mapping gaps; stale scores","Mapped through issuer hierarchy rather than ticker alone",2026-03-10,active
research_datasets,Research Feature Store,internal_model,Curated features labels and experiment datasets,"reproducible research; model training; factor reuse",all,Enterprise,Research Platform,Research,Internal derived datasets,internal_feature_store,raw_source_rebuilds,daily,batch_job,<8 hours after close for daily features,"Versioned permanent archive","Lakehouse -> feature store -> model registry",Research Platform,"feature freshness; training-serving parity checks; leakage tests",Rebuild sampled feature sets from raw sources and compare hashes,"research; model training; analytics",tier_1,Internal,Internal only,yes,internal compute,internal_confidential,99.5%,runbooks/research/feature-store.md,"feature job failures; stale feature groups; schema drift","Downstream-only derived data from approved licensed sources",2026-03-10,active
model_outputs,Model Signals and Forecasts,internal_model,Signals rankings forecasts and scenarios,"decision support; execution inputs; scenario planning",all,Enterprise,Research Platform,Trading,Internal models and analytics engines,internal_model_registry,manual_disable_and_last_good_snapshot,intraday,batch_job,<5 minutes to hours depending on model,"7 years for production decisions","Model registry -> low-latency serving cache -> warehouse audit",Research Platform,"schema version checks; null output detection; drift thresholds",Compare live outputs to expected ranges and shadow models,"execution; risk; desk tools; reporting",tier_1,Internal,Internal only,yes,internal compute,restricted_confidential,99.9%,runbooks/models/signals-and-forecasts.md,"serving latency; drift alerts; stale model versions","All outputs linked to model version and input data snapshot",2026-03-10,active
risk_outputs,Risk Outputs,risk,VaR Greeks stress results and limit utilization,"guardrails; capital control; exposure monitoring",all,Enterprise,Risk Platform,Risk,Internal risk engines,internal_risk_engine,manual_risk_freeze_snapshot,intraday,batch_job,<15 minutes intraday and EOD final,"7 years","Risk store -> warehouse risk marts",Risk Platform,"scenario completeness; limit threshold checks; sensitivity sign sanity",Compare against prior runs sampled independent calculations and finance close,"risk; trading; management reporting",tier_0,Internal,Internal only,yes,internal compute,restricted_confidential,99.95%,runbooks/risk/risk-outputs.md,"run failures; stale books; limit breach count","Depends on positions market data and reference pricing snapshots",2026-03-10,active
pnl_attribution,PnL and Attribution,positions,Realized unrealized carry and slippage explain,"performance control; trader explain; finance tie-out",all,Enterprise,Finance Data,Finance and Trading,Internal finance and risk calculations,internal_pnl_engine,manual_finance_adjustments,intraday,batch_job,"<15 minutes intraday; EOD final by close+3h","7 years","Warehouse finance mart -> reporting cache",Finance Data,"unexplained pnl thresholds; carry component checks; sign validation",Reconcile to positions trades fees and official marks,"finance; trading; management reporting",tier_0,Internal,Internal only,yes,internal compute,restricted_confidential,99.95%,runbooks/finance/pnl-attribution.md,"stale marks; unexplained pnl; reconciliation breaks","Explain built from trades costs reference marks and FX",2026-03-10,active
reconciliation_breaks,Reconciliation Breaks and Exceptions,positions,Break queues across internal and external books,"operational correctness; control remediation",all,Enterprise,Operations Platform,Operations,Internal reconciliation tooling,internal_recon_engine,manual_ops_tracker,intraday,database_replication,<15 minutes,"7 years","Operational DB -> warehouse ops mart",Operations Data,"break aging checks; duplicate exception suppression; workflow-state validation",Cross-check trades positions cash and settlement against external statements,"operations; finance; risk",tier_1,Internal,Internal only,yes,internal build,restricted_confidential,99.5%,runbooks/operations/reconciliation-breaks.md,"open break count; aged breaks; auto-match rate","Breaks are derived control data rather than source-of-truth positions",2026-03-10,active
audit_telemetry,Audit and Operational Telemetry,internal_model,Decision logs connectivity health and application metrics,"debugging; controls; surveillance; platform reliability",all,Enterprise,Platform Engineering,Enterprise Operations,Internal observability stack,internal_observability_stack,none,real_time,streaming,<30 seconds,"1 year hot; 7 years retained audit subset","Logs -> metrics store -> archive",Platform Engineering,"clock skew checks; missing correlation IDs; log volume anomaly detection",Compare audit trail completeness against order and risk events,"engineering; compliance; support",tier_1,Internal,Internal only,yes,internal platform cost,restricted_confidential,99.9%,runbooks/platform/audit-telemetry.md,"ingestion lag; dropped spans; missing audit IDs","Links user actions and automated decisions across services",2026-03-10,active
config_limits,Configuration Limits and Entitlements,compliance,Strategy parameters account entitlements and exposure caps,"safe production operation; access control; limit enforcement",all,Enterprise,Platform Engineering,Risk and Trading,Internal config services,internal_config_service,break_glass_manual_override,real_time,api_push,<1 minute,"7 years for audited changes","Versioned config store -> cached policy engine",Platform Engineering,"schema validation; approval-state checks; conflicting limit detection",Compare applied runtime config to approved change records,"OMS; risk; admin UI; services",tier_0,Internal,Internal only,yes,internal build,restricted_confidential,99.95%,runbooks/platform/config-and-limits.md,"config push failures; drift count; unauthorized access attempts","All limit changes should be versioned and attributed",2026-03-10,active
